ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
539;Uomo;oltre 64 anni;sud;fino a 5000 abitanti;no laurea;altro/preferisco non rispondere;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Non saprei;Non saprei;No, sarei molto contrario;la domenica;altro;con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,72
540;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;una volta al mese;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,72
541;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;laurea;vive da solo +55 anni;libero professionista;a sinistra;Italiana;Si';No, sarei contrario;No, sarei contrario;preferisco non rispondere;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;;0,21
542;Uomo;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;altro/preferisco non rispondere;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;altro;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,82
543;Uomo;oltre 64 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia senza figli;altro (non occupato);a destra;Italiana;Non saprei;Non saprei;Non saprei;mai;piccoli centri;con tranquillita';Non occupato;Disoccupati;;Media;BABY BOOMERS;Cattolico non praticante;0,95
544;Donna;55-64 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;Si';Si, molto;Si, molto;la domenica;periferia;con tranquillita';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,54
545;Uomo;55-64 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;imprenditore;a centro sinistra;Italiana;Si';Si, molto;No, sarei contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico non praticante;0,54
546;Donna;oltre 64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia con figli;casalinga;a centro sinistra;Italiana;No;No, sarei contrario;No, sarei contrario;preferisco non rispondere;piccoli centri;avverto difficolta';Non occupato;Casalinghe;;Media;SILENT;;0,63
547;Donna;55-64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;docente/insegnante di scuola superiore;a centro sinistra;Italiana;Non saprei;Non saprei;Non saprei;2/3 volte alla settimana;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,61
548;Uomo;55-64 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;al centro;Italiana;Si';Si, abbastanza;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,91
549;Uomo;55-64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Non saprei;Si, abbastanza;No, sarei molto contrario;una volta al mese;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,91
550;Uomo;oltre 64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;preferisco non rispondere;Italiana;Non saprei;Si, abbastanza;No, sarei molto contrario;alcune volte l'anno;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;2,84
551;Uomo;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei molto contrario;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,63
552;Donna;25-34 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;in nessuna area politica;Italiana;No;No, sarei molto contrario;No, sarei contrario;non sono credente;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,66
553;Donna;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;No, sarei contrario;No, sarei molto contrario;una volta al mese;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,53
554;Uomo;45-54 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia con figli;altro lavoratore dipendente;a centro destra;Italiana;Si';No, sarei contrario;No, sarei contrario;mai;piccoli centri;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;1,76
555;Uomo;35-44 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia senza figli;operaio;a sinistra;Italiana;Non saprei;Si, abbastanza;Non saprei;alcune volte l'anno;periferia;con tranquillita';Occupato;Operai;Privato;Media;MILLENNIALS;Cattolico non praticante;0,55
556;Uomo;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico non praticante;2,84
557;Uomo;oltre 64 anni;isole;da 30001 a 100000 abitanti;no laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Non saprei;Si, abbastanza;No, sarei contrario;alcune volte l'anno;altro;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;1,4
558;Uomo;oltre 64 anni;sud;fino a 5000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;al centro;Italiana;Si';Si, abbastanza;No, sarei molto contrario;in occasione delle principali feste;altro;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;0,72
559;Donna;oltre 64 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;mai;altro;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,46
560;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;la domenica;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,46
561;Uomo;oltre 64 anni;sud;da 10001 a 30000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;No, sarei contrario;la domenica;altro;avverto difficolta';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,24
562;Donna;55-64 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia senza figli;altro lavoratore autonomo/agente di commercio/rappresentante;a centro sinistra;ho la doppia cittadinanza (italiana e di un altro Paese);Non saprei;Si, abbastanza;Si, abbastanza;mai;periferia;agiatamente;Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico non praticante;0,22
563;Donna;oltre 64 anni;centro;oltre 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;sono di un'altra religione;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;altra religione;0,24
564;Uomo;oltre 64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;No, sarei contrario;Si, abbastanza;mai;citta' medie;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;SILENT;Cattolico non praticante;0,68
565;Uomo;35-44 anni;nord-ovest;da 5001 a 10000 abitanti;laurea;coppia senza figli;altro lavoratore dipendente;a sinistra;Italiana;No;Si, molto;Si, molto;alcune volte l'anno;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,51
566;Donna;45-54 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;altro lavoratore dipendente;a centro sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;mai;altro;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,77
567;Donna;55-64 anni;nord-est;da 5001 a 10000 abitanti;laurea;coppia con figli;libero professionista;a centro sinistra;ho la doppia cittadinanza (italiana e di un altro Paese);Si';Si, molto;Si, molto;alcune volte l'anno;periferia;mi sento povero e non arrivo mai a fine mese;Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico non praticante;0,14
568;Donna;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;preferisco non rispondere;citta' medie;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;;1,2
569;Uomo;55-64 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;No;Si, molto;Si, molto;alcune volte l'anno;piccoli centri;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;0,91
570;Donna;35-44 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;vive da solo 35-54 anni;operaio;a sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;la domenica;citta' medie;con tranquillita';Occupato;Operai;Privato;Bassa;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,58
571;Donna;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;citta' medie;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;0,48
572;Uomo;oltre 64 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Non saprei;Non saprei;la domenica;piccoli centri;con tranquillita';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,67
573;Uomo;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;0,63
574;Uomo;55-64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;artigiano/familiare coadiuvante;a destra;Italiana;Si';Si, abbastanza;No, sarei molto contrario;alcune volte l'anno;periferia;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Bassa;BABY BOOMERS;Cattolico non praticante;1,08
575;Donna;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;SILENT;Cattolico praticante (fino a 1 volta al mese);1,68
576;Donna;25-34 anni;sud;fino a 5000 abitanti;no laurea;altro/preferisco non rispondere;casalinga;preferisco non rispondere;preferisco non rispondere;Non saprei;Non saprei;Non saprei;preferisco non rispondere;altro;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Bassa;MILLENNIALS;;1,83
577;Donna;45-54 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;impiegato;a destra;Italiana;Si';Si, abbastanza;No, sarei molto contrario;mai;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,54
578;Donna;45-54 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia senza figli;operaio;a sinistra;Italiana;No;Si, molto;Si, abbastanza;alcune volte l'anno;periferia;avverto difficolta';Occupato;Operai;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,67
579;Donna;35-44 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);a sinistra;Italiana;Si';Si, molto;No, sarei molto contrario;mai;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Non occupato;Disoccupati;Privato;Media;MILLENNIALS;Cattolico non praticante;0,48
580;Uomo;45-54 anni;centro;da 10001 a 30000 abitanti;no laurea;vive con i genitori;quadro/direttivo/tecnico;a centro destra;Italiana;No;No, sarei contrario;No, sarei molto contrario;mai;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,76
581;Uomo;45-54 anni;nord-est;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;libero professionista;in nessuna area politica;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;non sono credente;periferia;avverto difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;non credente;0,15
582;Uomo;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;No;Si, molto;Si, abbastanza;alcune volte l'anno;altro;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;0,77
583;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, molto;mai;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;0,63
584;Uomo;oltre 64 anni;sud;da 5001 a 10000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;No;No, sarei contrario;No, sarei contrario;alcune volte l'anno;altro;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;SILENT;Cattolico non praticante;0,32
585;Uomo;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;2,54
586;Donna;45-54 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Non saprei;No, sarei molto contrario;in occasione delle principali feste;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,62
587;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;mai;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,2
588;Uomo;oltre 64 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, molto;non sono credente;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;non credente;0,16
589;Donna;oltre 64 anni;nord-ovest;da 100001 a 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei contrario;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,21
590;Uomo;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo 18-34 anni;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;mai;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,44
591;Uomo;45-54 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;operaio;a sinistra;Italiana;Si';Si, molto;Si, molto;preferisco non rispondere;aree centrali di grandi citta';con tranquillita';Occupato;Operai;Privato;Alta;GENERAZIONE X;;0,42
592;Donna;55-64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia senza figli;impiegato;a centro destra;Italiana;Non saprei;No, sarei molto contrario;Non saprei;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,36
593;Uomo;55-64 anni;centro;da 30001 a 100000 abitanti;laurea;coppia senza figli;libero professionista;al centro;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico non praticante;0,17
594;Uomo;45-54 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;libero professionista;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;0,66
595;Uomo;55-64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;quadro/direttivo/tecnico;a centro sinistra;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,97
596;Uomo;oltre 64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;No, sarei contrario;mai;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,82
597;Uomo;35-44 anni;nord-ovest;oltre 250000 abitanti;laurea;vive da solo 35-54 anni;quadro/direttivo/tecnico;preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;;1,23
598;Uomo;45-54 anni;nord-est;da 30001 a 100000 abitanti;no laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Si';No, sarei contrario;Si, abbastanza;la domenica;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,66
599;Uomo;oltre 64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,72
600;Donna;35-44 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;libero professionista;in nessuna area politica;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,31
601;Uomo;25-34 anni;nord-est;da 30001 a 100000 abitanti;laurea;coppia senza figli;docente/insegnante di scuola superiore;a sinistra;Italiana;No;Si, molto;No, sarei molto contrario;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,19
602;Donna;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Non saprei;No, sarei molto contrario;mai;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,97
603;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;no laurea;vive da solo 18-34 anni;libero professionista;preferisco non rispondere;Italiana;Non saprei;No, sarei molto contrario;Non saprei;preferisco non rispondere;periferia;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Media;MILLENNIALS;;2,74
604;Uomo;oltre 64 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro destra;Italiana;No;No, sarei contrario;No, sarei contrario;alcune volte l'anno;piccoli centri;con tranquillita';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;1,44
605;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei contrario;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,92
606;Uomo;55-64 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo +55 anni;impiegato;in nessuna area politica;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,4
607;Uomo;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia senza figli;libero professionista;a centro sinistra;Italiana;No;Si, molto;No, sarei contrario;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Alta;BABY BOOMERS;non credente;0,27
608;Uomo;35-44 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;commerciante;a centro sinistra;Italiana;No;Si, abbastanza;No, sarei molto contrario;in occasione delle principali feste;citta' medie;avverto difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,25
609;Donna;oltre 64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;single vive con altre persone (amici, parenti);ritirato dal lavoro/pensionato;a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;la domenica;altro;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);1,21
610;Uomo;35-44 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;quadro/direttivo/tecnico;a centro destra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;in occasione delle principali feste;periferia;agiatamente;Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,12
611;Uomo;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, molto;Si, molto;non sono credente;aree centrali di grandi citta';con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;non credente;0,27
612;Uomo;25-34 anni;nord-est;da 5001 a 10000 abitanti;no laurea;vive con i genitori;disoccupato (ex-occupato);a destra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;mai;piccoli centri;avverto difficolta';Non occupato;Disoccupati;Privato;Bassa;MILLENNIALS;Cattolico non praticante;1,27
613;Uomo;35-44 anni;nord-ovest;oltre 250000 abitanti;laurea;vive da solo 35-54 anni;impiegato;a centro sinistra;Italiana;Si';Si, molto;No, sarei molto contrario;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,3
614;Uomo;55-64 anni;isole;da 30001 a 100000 abitanti;no laurea;altro/preferisco non rispondere;dirigente;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;non sono credente;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;0,61
615;Donna;25-34 anni;sud;fino a 5000 abitanti;no laurea;coppia con figli;casalinga;a sinistra;Italiana;Non saprei;Non saprei;Non saprei;alcune volte l'anno;altro;con tranquillita';Non occupato;Casalinghe;;Media;MILLENNIALS;Cattolico non praticante;1,83
616;Uomo;oltre 64 anni;centro;oltre 250000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;No, sarei contrario;alcune volte l'anno;periferia;con tranquillita';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;Cattolico non praticante;0,24
617;Donna;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia senza figli;casalinga;a sinistra;Italiana;No;Si, abbastanza;No, sarei contrario;in occasione delle principali feste;periferia;con tranquillita';Non occupato;Casalinghe;;Bassa;SILENT;Cattolico non praticante;0,76
618;Uomo;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;al centro;Italiana;No;No, sarei contrario;No, sarei molto contrario;in occasione delle principali feste;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;GENERAZIONE X;Cattolico non praticante;0,25
619;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;genitore solo, con figli;libero professionista;preferisco non rispondere;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;periferia;avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;0,52
620;Uomo;oltre 64 anni;centro;da 10001 a 30000 abitanti;laurea;coppia con figli;disoccupato (ex-occupato);a centro destra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;non sono credente;citta' medie;con tranquillita';Non occupato;Disoccupati;Privato;Alta;BABY BOOMERS;non credente;0,46
621;Uomo;45-54 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia con figli;libero professionista;a centro sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;periferia;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,49
622;Donna;25-34 anni;isole;fino a 5000 abitanti;no laurea;altro/preferisco non rispondere;preferisco non rispondere;preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;altro;mi sento povero e non arrivo mai a fine mese;;;;Bassa;MILLENNIALS;;2,14
623;Donna;oltre 64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;al centro;Italiana;Si';No, sarei contrario;Si, abbastanza;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,63
624;Donna;45-54 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;Non saprei;No, sarei molto contrario;No, sarei molto contrario;la domenica;altro;avverto difficolta';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);1,62
625;Uomo;45-54 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;vive da solo 35-54 anni;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,22
626;Uomo;25-34 anni;centro;da 100001 a 250000 abitanti;laurea;vive con i genitori;impiegato;a centro destra;Italiana;No;No, sarei contrario;Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;1,15
